event_id,timestamp,source,event_type,principal,namespace_or_region,resource_id,resource_type,ttl_minutes,public_ip,privileged,controller_owner,tags_present,hour_of_day,instance_type,sensitive_resource,burst_group_id,is_risky,anomaly_type,severity
K8S-00301,2026-06-13T19:33:32,k8s,pod.create,dev-arao,staging,pod-upax-7906,job-pod,62.5,,False,CronJob,True,19,,False,,False,NORMAL,NONE
K8S-00359,2026-06-13T19:34:06,k8s,configmap.create,svc-autoscaler,staging,pod-rvqw-3509,job-pod,10.8,,False,,True,19,,False,,False,NORMAL,NONE
K8S-00340,2026-06-13T20:53:38,k8s,service.delete,admin-pkumar,ci-jobs,pod-emzw-7714,job-pod,78.7,,False,Deployment,False,20,,False,,False,NORMAL,NONE
K8S-00552,2026-06-13T21:01:02,k8s,service.create,ops-mlee,staging,pod-dzot-9612,job-pod,102.3,,False,Deployment,True,21,,False,,False,NORMAL,NONE
K8S-00312,2026-06-13T21:13:36,k8s,rbac.rolebinding.create,svc-etl-batch,ci-jobs,pod-czqa-4757,job-pod,33.5,,False,CronJob,True,21,,False,,False,NORMAL,NONE
K8S-00579,2026-06-13T21:31:43,k8s,pod.create,ops-mlee,monitoring,pod-dyyp-5315,job-pod,61.9,,False,,True,21,,False,,False,NORMAL,NONE
K8S-00505,2026-06-13T21:40:04,k8s,pod.update,dev-sgupta,default,pod-bywo-4763,job-pod,14.9,,False,,True,21,,False,,False,NORMAL,NONE
K8S-00193,2026-06-13T22:25:38,k8s,rbac.rolebinding.create,svc-etl-batch,default,pod-seyg-8908,job-pod,97.3,,False,,False,22,,False,,False,NORMAL,NONE
K8S-00262,2026-06-13T22:55:56,k8s,configmap.create,svc-monitoring,production,pod-tlav-3406,job-pod,11.4,,False,CronJob,True,22,,False,,False,NORMAL,NONE
K8S-00252,2026-06-14T00:18:19,k8s,pod.update,ops-mlee,monitoring,pod-ivuc-3608,job-pod,25.6,,False,Job,True,0,,False,,False,NORMAL,NONE
K8S-00416,2026-06-14T00:20:31,k8s,rbac.rolebinding.create,admin-pkumar,staging,pod-agbf-2914,job-pod,104.4,,False,CronJob,True,0,,False,,False,NORMAL,NONE
K8S-00460,2026-06-14T00:43:29,k8s,deployment.scale,svc-backup,production,pod-skoc-5331,job-pod,91.9,,False,Deployment,False,0,,False,,False,NORMAL,NONE
K8S-00331,2026-06-14T00:44:50,k8s,pod.delete,svc-logging,monitoring,pod-iepo-4982,job-pod,6.0,,False,Deployment,True,0,,False,,False,NORMAL,NONE
K8S-00264,2026-06-14T01:40:52,k8s,rbac.rolebinding.create,svc-backup,default,pod-rwml-3338,job-pod,96.4,,False,Job,True,1,,False,,False,NORMAL,NONE
K8S-00396,2026-06-14T01:46:25,k8s,pod.update,svc-autoscaler,staging,pod-rivy-3369,job-pod,25.6,,False,Deployment,True,1,,False,,False,NORMAL,NONE
K8S-00493,2026-06-14T02:50:27,k8s,pod.create,admin-pkumar,default,pod-xsjg-3949,job-pod,87.5,,False,Deployment,True,2,,False,,False,NORMAL,NONE
K8S-00438,2026-06-14T03:18:51,k8s,rbac.rolebinding.create,svc-logging,production,pod-ryzx-2781,job-pod,83.8,,False,,True,3,,False,,False,NORMAL,NONE
K8S-00290,2026-06-14T03:59:15,k8s,deployment.scale,dev-arao,ci-jobs,pod-ffgc-4580,job-pod,107.8,,False,CronJob,False,3,,False,,False,NORMAL,NONE
K8S-00347,2026-06-14T04:06:28,k8s,configmap.create,ops-mlee,monitoring,pod-juxs-2728,job-pod,93.1,,False,CronJob,True,4,,False,,False,NORMAL,NONE
K8S-00549,2026-06-14T05:22:28,k8s,pod.update,svc-etl-batch,default,pod-tkrf-6285,job-pod,105.3,,False,CronJob,True,5,,False,,False,NORMAL,NONE
K8S-00225,2026-06-14T05:33:20,k8s,pod.delete,ops-mlee,default,pod-divi-3611,job-pod,52.8,,False,,False,5,,False,,False,NORMAL,NONE
K8S-00382,2026-06-14T06:44:22,k8s,pod.update,svc-etl-batch,staging,pod-fppw-1429,job-pod,92.7,,False,CronJob,True,6,,False,,False,NORMAL,NONE
K8S-00291,2026-06-14T07:23:25,k8s,service.create,dev-arao,staging,pod-zddi-4965,job-pod,105.4,,False,Job,True,7,,False,,False,NORMAL,NONE
K8S-00230,2026-06-14T08:04:23,k8s,configmap.create,svc-autoscaler,production,pod-otxs-2572,job-pod,24.3,,False,Deployment,True,8,,False,,False,NORMAL,NONE
K8S-00221,2026-06-14T08:21:37,k8s,pod.exec,svc-logging,staging,pod-evud-2220,job-pod,26.5,,False,Job,True,8,,False,,False,NORMAL,NONE
K8S-00408,2026-06-14T08:22:37,k8s,pod.delete,svc-cicd-pipeline,production,pod-ptef-8616,job-pod,76.9,,False,Deployment,True,8,,False,,False,NORMAL,NONE
K8S-00412,2026-06-14T08:30:40,k8s,deployment.scale,svc-autoscaler,monitoring,pod-fatc-8774,job-pod,96.7,,False,Job,True,8,,False,,False,NORMAL,NONE
K8S-00284,2026-06-14T08:39:34,k8s,rbac.rolebinding.create,dev-arao,default,pod-hcht-1076,job-pod,35.0,,False,,True,8,,False,,False,NORMAL,NONE
K8S-00534,2026-06-14T08:50:29,k8s,configmap.create,admin-pkumar,staging,pod-xfzg-5553,job-pod,27.5,,False,Deployment,True,8,,False,,False,NORMAL,NONE
K8S-00206,2026-06-14T09:03:58,k8s,pod.delete,svc-backup,monitoring,pod-gift-4532,job-pod,57.6,,False,Job,True,9,,False,,False,NORMAL,NONE
K8S-00003,2026-06-14T09:15:00,k8s,pod.create,svc-autoscaler,production,pod-gjqm-8619,job-pod,15.3,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00004,2026-06-14T09:15:03,k8s,pod.create,svc-autoscaler,production,pod-lmjw-5400,job-pod,21.3,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00005,2026-06-14T09:15:06,k8s,pod.create,svc-autoscaler,production,pod-wpel-3476,job-pod,25.0,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00006,2026-06-14T09:15:09,k8s,pod.create,svc-autoscaler,production,pod-xofd-2584,job-pod,11.7,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00007,2026-06-14T09:15:12,k8s,pod.create,svc-autoscaler,production,pod-wkwl-6632,job-pod,26.2,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00008,2026-06-14T09:15:15,k8s,pod.create,svc-autoscaler,production,pod-crkp-7782,job-pod,29.4,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00009,2026-06-14T09:15:18,k8s,pod.create,svc-autoscaler,production,pod-onuo-4727,job-pod,21.1,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00010,2026-06-14T09:15:21,k8s,pod.create,svc-autoscaler,production,pod-ujce-7342,job-pod,26.4,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00011,2026-06-14T09:15:24,k8s,pod.create,svc-autoscaler,production,pod-ecot-7858,job-pod,29.3,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00012,2026-06-14T09:15:27,k8s,pod.create,svc-autoscaler,production,pod-yrld-8779,job-pod,21.5,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00013,2026-06-14T09:15:30,k8s,pod.create,svc-autoscaler,production,pod-wget-4860,job-pod,19.5,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00014,2026-06-14T09:15:33,k8s,pod.create,svc-autoscaler,production,pod-dccd-2293,job-pod,17.9,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00015,2026-06-14T09:15:36,k8s,pod.create,svc-autoscaler,production,pod-xsep-1568,job-pod,20.0,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00016,2026-06-14T09:15:39,k8s,pod.create,svc-autoscaler,production,pod-fnmg-9467,job-pod,26.0,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00017,2026-06-14T09:15:42,k8s,pod.create,svc-autoscaler,production,pod-ydlj-3415,job-pod,12.4,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00018,2026-06-14T09:15:45,k8s,pod.create,svc-autoscaler,production,pod-yvcc-8357,job-pod,13.5,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00019,2026-06-14T09:15:48,k8s,pod.create,svc-autoscaler,production,pod-zkpm-3738,job-pod,29.4,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00020,2026-06-14T09:15:51,k8s,pod.create,svc-autoscaler,production,pod-umeg-4157,job-pod,12.5,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00021,2026-06-14T09:15:54,k8s,pod.create,svc-autoscaler,production,pod-jdcg-7936,job-pod,11.6,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00022,2026-06-14T09:15:57,k8s,pod.create,svc-autoscaler,production,pod-zvtf-8133,job-pod,14.0,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00023,2026-06-14T09:16:00,k8s,pod.create,svc-autoscaler,production,pod-gplc-3422,job-pod,26.7,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00024,2026-06-14T09:16:03,k8s,pod.create,svc-autoscaler,production,pod-ptcc-5225,job-pod,16.4,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00025,2026-06-14T09:16:06,k8s,pod.create,svc-autoscaler,production,pod-hhnk-2097,job-pod,11.7,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00026,2026-06-14T09:16:09,k8s,pod.create,svc-autoscaler,production,pod-xxsy-7510,job-pod,21.0,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00027,2026-06-14T09:16:12,k8s,pod.create,svc-autoscaler,production,pod-axvr-5525,job-pod,20.4,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00028,2026-06-14T09:16:15,k8s,pod.create,svc-autoscaler,production,pod-mdyo-1202,job-pod,25.7,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00029,2026-06-14T09:16:18,k8s,pod.create,svc-autoscaler,production,pod-pvev-9561,job-pod,25.6,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00030,2026-06-14T09:16:21,k8s,pod.create,svc-autoscaler,production,pod-gjry-2843,job-pod,18.3,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00031,2026-06-14T09:16:24,k8s,pod.create,svc-autoscaler,production,pod-squq-3428,job-pod,21.3,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00032,2026-06-14T09:16:27,k8s,pod.create,svc-autoscaler,production,pod-mjvf-2641,job-pod,28.5,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00033,2026-06-14T09:16:30,k8s,pod.create,svc-autoscaler,production,pod-lqjw-2654,job-pod,25.7,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00034,2026-06-14T09:16:33,k8s,pod.create,svc-autoscaler,production,pod-tpsq-9775,job-pod,27.6,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00035,2026-06-14T09:16:36,k8s,pod.create,svc-autoscaler,production,pod-zimt-7732,job-pod,15.3,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00036,2026-06-14T09:16:39,k8s,pod.create,svc-autoscaler,production,pod-ftjy-8955,job-pod,21.4,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00037,2026-06-14T09:16:42,k8s,pod.create,svc-autoscaler,production,pod-pyvi-8750,job-pod,10.7,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00038,2026-06-14T09:16:45,k8s,pod.create,svc-autoscaler,production,pod-qsvr-5512,job-pod,18.1,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00039,2026-06-14T09:16:48,k8s,pod.create,svc-autoscaler,production,pod-hfpq-7581,job-pod,10.8,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00040,2026-06-14T09:16:51,k8s,pod.create,svc-autoscaler,production,pod-bgxb-6431,job-pod,23.8,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00041,2026-06-14T09:16:54,k8s,pod.create,svc-autoscaler,production,pod-xtln-1807,job-pod,24.9,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00042,2026-06-14T09:16:57,k8s,pod.create,svc-autoscaler,production,pod-vxfm-5400,job-pod,27.9,,False,HPA,True,9,,False,BURST-K-001,False,NORMAL,NONE
K8S-00137,2026-06-14T09:19:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-wtej-5764,ci-runner,8.5,,False,Job,True,9,,False,CI-RUN-2-2,False,NORMAL,NONE
K8S-00138,2026-06-14T09:19:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-istk-9524,ci-runner,10.2,,False,Job,True,9,,False,CI-RUN-2-2,False,NORMAL,NONE
K8S-00139,2026-06-14T09:19:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-ttso-6535,ci-runner,8.2,,False,Job,True,9,,False,CI-RUN-2-2,False,NORMAL,NONE
K8S-00140,2026-06-14T09:20:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-lyxg-3192,ci-runner,7.1,,False,Job,True,9,,False,CI-RUN-2-2,False,NORMAL,NONE
K8S-00141,2026-06-14T09:20:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-ohmy-9031,ci-runner,7.3,,False,Job,True,9,,False,CI-RUN-2-2,False,NORMAL,NONE
K8S-00142,2026-06-14T09:20:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-ipyf-4087,ci-runner,5.0,,False,Job,True,9,,False,CI-RUN-2-2,False,NORMAL,NONE
K8S-00143,2026-06-14T09:21:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-bxjk-7609,ci-runner,3.2,,False,Job,True,9,,False,CI-RUN-2-2,False,NORMAL,NONE
K8S-00144,2026-06-14T09:21:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-xdzj-4675,ci-runner,11.7,,False,Job,True,9,,False,CI-RUN-2-2,False,NORMAL,NONE
K8S-00129,2026-06-14T09:34:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-hbvl-4267,ci-runner,11.8,,False,Job,True,9,,False,CI-RUN-2-1,False,NORMAL,NONE
K8S-00130,2026-06-14T09:34:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-fhyj-1230,ci-runner,13.7,,False,Job,True,9,,False,CI-RUN-2-1,False,NORMAL,NONE
K8S-00131,2026-06-14T09:34:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-hqxq-9700,ci-runner,5.3,,False,Job,True,9,,False,CI-RUN-2-1,False,NORMAL,NONE
K8S-00132,2026-06-14T09:35:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-tcnn-1067,ci-runner,10.5,,False,Job,True,9,,False,CI-RUN-2-1,False,NORMAL,NONE
K8S-00133,2026-06-14T09:35:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-ssfm-5076,ci-runner,5.7,,False,Job,True,9,,False,CI-RUN-2-1,False,NORMAL,NONE
K8S-00134,2026-06-14T09:35:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-hiec-6641,ci-runner,6.7,,False,Job,True,9,,False,CI-RUN-2-1,False,NORMAL,NONE
K8S-00135,2026-06-14T09:36:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-ltcf-2682,ci-runner,7.6,,False,Job,True,9,,False,CI-RUN-2-1,False,NORMAL,NONE
K8S-00136,2026-06-14T09:36:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-zruq-6015,ci-runner,5.0,,False,Job,True,9,,False,CI-RUN-2-1,False,NORMAL,NONE
K8S-00330,2026-06-14T09:52:56,k8s,pod.create,svc-autoscaler,staging,pod-tylw-2850,job-pod,32.1,,False,,True,9,,False,,False,NORMAL,NONE
K8S-00216,2026-06-14T10:13:32,k8s,pod.update,svc-logging,ci-jobs,pod-jrpc-5105,job-pod,21.8,,False,Deployment,True,10,,False,,False,NORMAL,NONE
K8S-00559,2026-06-14T10:15:40,k8s,deployment.scale,svc-monitoring,production,pod-bsie-2487,job-pod,21.7,,False,CronJob,True,10,,False,,False,NORMAL,NONE
K8S-00370,2026-06-14T10:27:25,k8s,service.delete,admin-pkumar,production,pod-oqne-8617,job-pod,80.3,,False,Deployment,False,10,,False,,False,NORMAL,NONE
K8S-00410,2026-06-14T10:36:00,k8s,service.delete,svc-logging,production,pod-yojv-6042,job-pod,39.5,,False,CronJob,True,10,,False,,False,NORMAL,NONE
K8S-00386,2026-06-14T11:04:46,k8s,pod.delete,svc-backup,staging,pod-ffbp-8197,job-pod,104.7,,False,,True,11,,False,,False,NORMAL,NONE
K8S-00121,2026-06-14T11:20:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-rycc-1950,ci-runner,3.1,,False,Job,True,11,,False,CI-RUN-2-0,False,NORMAL,NONE
K8S-00122,2026-06-14T11:20:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-iepx-5481,ci-runner,5.5,,False,Job,True,11,,False,CI-RUN-2-0,False,NORMAL,NONE
K8S-00123,2026-06-14T11:20:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-pxxy-3762,ci-runner,9.9,,False,Job,True,11,,False,CI-RUN-2-0,False,NORMAL,NONE
K8S-00124,2026-06-14T11:21:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-kcmj-3595,ci-runner,8.9,,False,Job,True,11,,False,CI-RUN-2-0,False,NORMAL,NONE
K8S-00125,2026-06-14T11:21:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-rcxx-2442,ci-runner,4.6,,False,Job,True,11,,False,CI-RUN-2-0,False,NORMAL,NONE
K8S-00126,2026-06-14T11:21:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-cwek-8105,ci-runner,10.6,,False,Job,True,11,,False,CI-RUN-2-0,False,NORMAL,NONE
K8S-00127,2026-06-14T11:22:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-ihxz-7609,ci-runner,8.1,,False,Job,True,11,,False,CI-RUN-2-0,False,NORMAL,NONE
K8S-00128,2026-06-14T11:22:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-uprp-8821,ci-runner,7.6,,False,Job,True,11,,False,CI-RUN-2-0,False,NORMAL,NONE
K8S-00586,2026-06-14T11:58:30,k8s,pod.exec,svc-autoscaler,default,pod-blea-6563,job-pod,24.2,,False,CronJob,True,11,,False,,False,NORMAL,NONE
K8S-00409,2026-06-14T12:23:22,k8s,rbac.rolebinding.create,admin-pkumar,monitoring,pod-rjyt-1745,job-pod,43.4,,False,Job,False,12,,False,,False,NORMAL,NONE
K8S-00517,2026-06-14T13:06:24,k8s,deployment.scale,svc-backup,ci-jobs,pod-hxzp-5380,job-pod,62.9,,False,,True,13,,False,,False,NORMAL,NONE
K8S-00231,2026-06-14T13:23:40,k8s,service.create,dev-sgupta,monitoring,pod-tnst-2702,job-pod,28.6,,False,,True,13,,False,,False,NORMAL,NONE
K8S-00592,2026-06-14T14:01:37,k8s,pod.exec,dev-sgupta,ci-jobs,pod-njrf-9728,job-pod,98.0,,False,,True,14,,False,,False,NORMAL,NONE
K8S-00001,2026-06-14T14:22:00,k8s,pod.create,dev-jsmith,staging,pod-mxww-8303,debug-pod,11.0,203.0.113.42,True,,False,14,,False,,True,PUBLIC_EXPOSURE,HIGH
K8S-00506,2026-06-14T15:02:36,k8s,pod.exec,admin-pkumar,monitoring,pod-scro-5573,job-pod,6.7,,False,,True,15,,False,,False,NORMAL,NONE
K8S-00468,2026-06-14T15:09:17,k8s,pod.delete,admin-pkumar,production,pod-egcu-2415,job-pod,103.5,,False,Job,True,15,,False,,False,NORMAL,NONE
K8S-00288,2026-06-14T16:11:27,k8s,service.create,dev-sgupta,ci-jobs,pod-uhch-7757,job-pod,114.9,,False,Deployment,True,16,,False,,False,NORMAL,NONE
K8S-00487,2026-06-14T16:14:47,k8s,service.create,svc-etl-batch,monitoring,pod-nzlh-6527,job-pod,98.3,,False,,True,16,,False,,False,NORMAL,NONE
K8S-00501,2026-06-14T16:16:21,k8s,pod.exec,svc-etl-batch,default,pod-myjg-8936,job-pod,11.2,,False,,False,16,,False,,False,NORMAL,NONE
K8S-00343,2026-06-14T16:17:24,k8s,pod.delete,admin-pkumar,production,pod-tanm-4419,job-pod,80.4,,False,Deployment,True,16,,False,,False,NORMAL,NONE
K8S-00241,2026-06-14T16:18:32,k8s,service.delete,admin-pkumar,staging,pod-rign-2877,job-pod,25.9,,False,Deployment,True,16,,False,,False,NORMAL,NONE
K8S-00226,2026-06-14T16:25:42,k8s,deployment.scale,svc-backup,ci-jobs,pod-wrxu-6911,job-pod,38.8,,False,,True,16,,False,,False,NORMAL,NONE
K8S-00203,2026-06-14T16:55:46,k8s,deployment.scale,dev-arao,default,pod-iunu-8751,job-pod,87.4,,False,CronJob,True,16,,False,,False,NORMAL,NONE
K8S-00448,2026-06-14T17:45:06,k8s,rbac.rolebinding.create,svc-monitoring,default,pod-cmel-1121,job-pod,71.5,,False,Job,True,17,,False,,False,NORMAL,NONE
K8S-00385,2026-06-14T17:54:24,k8s,rbac.rolebinding.create,svc-cicd-pipeline,production,pod-oask-5421,job-pod,114.3,,False,Job,True,17,,False,,False,NORMAL,NONE
K8S-00300,2026-06-14T18:34:29,k8s,service.delete,svc-etl-batch,staging,pod-xixp-8081,job-pod,103.5,,False,Job,False,18,,False,,False,NORMAL,NONE
K8S-00259,2026-06-14T18:59:22,k8s,configmap.create,svc-etl-batch,ci-jobs,pod-gdrm-4465,job-pod,22.3,,False,Job,True,18,,False,,False,NORMAL,NONE
K8S-00383,2026-06-14T19:15:28,k8s,service.create,admin-pkumar,staging,pod-cfzy-1427,job-pod,46.3,,False,,False,19,,False,,False,NORMAL,NONE
K8S-00334,2026-06-14T19:46:17,k8s,configmap.create,svc-autoscaler,ci-jobs,pod-ajhi-8187,job-pod,89.3,,False,Deployment,True,19,,False,,False,NORMAL,NONE
K8S-00484,2026-06-14T19:51:43,k8s,pod.create,svc-etl-batch,staging,pod-umdh-9010,job-pod,80.2,,False,,True,19,,False,,False,NORMAL,NONE
K8S-00499,2026-06-14T20:32:09,k8s,deployment.scale,dev-arao,monitoring,pod-ucnd-4256,job-pod,90.9,,False,CronJob,True,20,,False,,False,NORMAL,NONE
K8S-00339,2026-06-14T21:33:05,k8s,pod.delete,svc-autoscaler,default,pod-rmmc-7348,job-pod,26.8,,False,,True,21,,False,,False,NORMAL,NONE
K8S-00544,2026-06-14T23:17:19,k8s,pod.delete,svc-cicd-pipeline,ci-jobs,pod-vrwd-9078,job-pod,119.3,,False,Deployment,True,23,,False,,False,NORMAL,NONE
K8S-00507,2026-06-14T23:50:35,k8s,deployment.scale,svc-backup,monitoring,pod-iskx-4643,job-pod,107.6,,False,Job,True,23,,False,,False,NORMAL,NONE
K8S-00292,2026-06-15T00:43:44,k8s,deployment.scale,admin-pkumar,staging,pod-gadk-2747,job-pod,18.8,,False,Deployment,True,0,,False,,False,NORMAL,NONE
K8S-00327,2026-06-15T00:50:27,k8s,pod.create,dev-jsmith,production,pod-dwpq-5078,job-pod,49.3,,False,,True,0,,False,,False,NORMAL,NONE
K8S-00220,2026-06-15T01:12:30,k8s,pod.exec,svc-backup,staging,pod-agxn-7025,job-pod,91.8,,False,Job,True,1,,False,,False,NORMAL,NONE
K8S-00310,2026-06-15T01:17:51,k8s,service.create,svc-etl-batch,staging,pod-dwjr-7505,job-pod,16.8,,False,Deployment,True,1,,False,,False,NORMAL,NONE
K8S-00398,2026-06-15T01:43:26,k8s,pod.exec,svc-cicd-pipeline,monitoring,pod-sufg-9169,job-pod,67.5,,False,Deployment,True,1,,False,,False,NORMAL,NONE
K8S-00303,2026-06-15T02:04:02,k8s,pod.delete,dev-arao,monitoring,pod-frqi-6483,job-pod,34.9,,False,CronJob,True,2,,False,,False,NORMAL,NONE
K8S-00270,2026-06-15T02:08:01,k8s,service.create,dev-arao,production,pod-wrvt-5641,job-pod,73.8,,False,,True,2,,False,,False,NORMAL,NONE
K8S-00223,2026-06-15T02:16:43,k8s,deployment.scale,svc-cicd-pipeline,monitoring,pod-juqe-3536,job-pod,9.6,,False,CronJob,True,2,,False,,False,NORMAL,NONE
K8S-00304,2026-06-15T03:03:53,k8s,pod.create,svc-autoscaler,monitoring,pod-ipwh-2986,job-pod,45.4,,False,Job,True,3,,False,,False,NORMAL,NONE
K8S-00431,2026-06-15T03:09:47,k8s,rbac.rolebinding.create,svc-autoscaler,staging,pod-zvcv-6412,job-pod,95.7,,False,CronJob,True,3,,False,,False,NORMAL,NONE
K8S-00458,2026-06-15T04:05:43,k8s,pod.exec,svc-backup,staging,pod-gqog-9640,job-pod,104.1,,False,CronJob,True,4,,False,,False,NORMAL,NONE
K8S-00575,2026-06-15T04:12:55,k8s,deployment.scale,ops-mlee,default,pod-msxs-9955,job-pod,7.0,,False,Deployment,True,4,,False,,False,NORMAL,NONE
K8S-00298,2026-06-15T04:33:37,k8s,service.delete,svc-backup,monitoring,pod-idee-6621,job-pod,47.1,,False,,True,4,,False,,False,NORMAL,NONE
K8S-00256,2026-06-15T04:41:46,k8s,configmap.create,admin-pkumar,default,pod-tkmg-3848,job-pod,48.3,,False,,True,4,,False,,False,NORMAL,NONE
K8S-00289,2026-06-15T04:42:22,k8s,service.delete,svc-backup,production,pod-rntl-7536,job-pod,82.5,,False,CronJob,False,4,,False,,False,NORMAL,NONE
K8S-00345,2026-06-15T05:25:27,k8s,pod.create,ops-mlee,production,pod-epsm-5979,job-pod,14.0,,False,Job,True,5,,False,,False,NORMAL,NONE
K8S-00449,2026-06-15T06:25:29,k8s,configmap.create,dev-jsmith,default,pod-zigs-7012,job-pod,8.8,,False,Deployment,True,6,,False,,False,NORMAL,NONE
K8S-00503,2026-06-15T06:33:15,k8s,deployment.scale,svc-backup,staging,pod-fatc-1525,job-pod,84.6,,False,Deployment,True,6,,False,,False,NORMAL,NONE
K8S-00371,2026-06-15T07:01:29,k8s,deployment.scale,dev-sgupta,production,pod-qfba-1312,job-pod,38.6,,False,,True,7,,False,,False,NORMAL,NONE
K8S-00321,2026-06-15T07:11:11,k8s,configmap.create,svc-logging,ci-jobs,pod-kmxr-7765,job-pod,26.6,,False,Deployment,False,7,,False,,False,NORMAL,NONE
K8S-00589,2026-06-15T07:37:23,k8s,configmap.create,svc-etl-batch,monitoring,pod-otgx-7997,job-pod,29.1,,False,Deployment,True,7,,False,,False,NORMAL,NONE
K8S-00521,2026-06-15T08:22:26,k8s,pod.update,svc-etl-batch,monitoring,pod-iynn-3465,job-pod,105.6,,False,Deployment,True,8,,False,,False,NORMAL,NONE
K8S-00353,2026-06-15T08:22:42,k8s,configmap.create,ops-mlee,default,pod-acko-3534,job-pod,15.8,,False,,True,8,,False,,False,NORMAL,NONE
K8S-00470,2026-06-15T08:30:09,k8s,deployment.scale,dev-jsmith,ci-jobs,pod-tczt-3653,job-pod,94.8,,False,CronJob,True,8,,False,,False,NORMAL,NONE
K8S-00376,2026-06-15T09:36:44,k8s,pod.update,svc-backup,ci-jobs,pod-lggh-7436,job-pod,80.5,,False,Deployment,True,9,,False,,False,NORMAL,NONE
