event_id,timestamp,source,event_type,principal,namespace_or_region,resource_id,resource_type,ttl_minutes,public_ip,privileged,controller_owner,tags_present,hour_of_day,instance_type,sensitive_resource,burst_group_id,is_risky,anomaly_type,severity
CLD-00209,2026-06-14T03:35:51,cloud,CreateSecurityGroup,lambda-report-fn,us-west-2,i-yrwa-8601,ec2-instance,369.5,,False,,True,3,r5.xlarge,False,,False,NORMAL,NONE
CLD-00074,2026-06-14T04:00:41,cloud,PutObject,admin-pkumar,us-east-1,i-ggqb-2776,ec2-instance,298.5,,False,,True,4,m5.large,False,,False,NORMAL,NONE
CLD-00350,2026-06-14T04:12:54,cloud,TerminateInstances,svc-etl-batch,eu-west-1,i-otgc-3439,ec2-instance,138.4,,False,,True,4,m5.large,False,,False,NORMAL,NONE
CLD-00444,2026-06-14T04:14:16,cloud,StartInstances,svc-backup,eu-west-1,i-ffbg-1752,ec2-instance,459.3,,False,,False,4,r5.xlarge,False,,False,NORMAL,NONE
CLD-00097,2026-06-14T04:55:56,cloud,PutObject,svc-cicd-pipeline,us-west-2,i-rpzh-6363,ec2-instance,125.2,,False,,True,4,r5.xlarge,False,,False,NORMAL,NONE
CLD-00110,2026-06-14T04:57:52,cloud,CreateBucket,dev-arao,us-west-2,i-ttnz-5232,ec2-instance,183.2,,False,,True,4,m5.large,False,,False,NORMAL,NONE
CLD-00265,2026-06-14T05:00:02,cloud,DescribeInstances,lambda-report-fn,us-west-2,i-ksee-9238,ec2-instance,439.8,,False,,False,5,t3.medium,False,,False,NORMAL,NONE
CLD-00391,2026-06-14T06:27:21,cloud,GetObject,svc-autoscaler,us-east-1,i-qlyo-8496,ec2-instance,81.3,,False,,True,6,r5.xlarge,False,,False,NORMAL,NONE
CLD-00365,2026-06-14T06:34:54,cloud,CreateSnapshot,dev-jsmith,eu-west-1,i-myeg-9395,ec2-instance,213.6,,False,,False,6,m5.large,False,,False,NORMAL,NONE
CLD-00338,2026-06-14T07:20:54,cloud,TerminateInstances,lambda-prod-fn,eu-west-1,i-iglv-8846,ec2-instance,441.5,,False,,True,7,t3.large,False,,False,NORMAL,NONE
CLD-00049,2026-06-14T07:24:08,cloud,CreateSnapshot,ops-mlee,us-east-1,i-ggot-7912,ec2-instance,112.6,,False,,True,7,t3.medium,False,,False,NORMAL,NONE
CLD-00047,2026-06-14T07:27:39,cloud,TerminateInstances,svc-etl-batch,eu-west-1,i-dauu-8062,ec2-instance,189.4,,False,,True,7,t3.medium,False,,False,NORMAL,NONE
CLD-00116,2026-06-14T07:47:25,cloud,AuthorizeSecurityGroupIngress,svc-backup,us-west-2,i-vnro-5530,ec2-instance,356.1,,False,,True,7,t3.micro,False,,False,NORMAL,NONE
CLD-00223,2026-06-14T07:55:32,cloud,DescribeInstances,svc-backup,us-east-1,i-elso-2264,ec2-instance,163.1,,False,,True,7,t3.micro,False,,False,NORMAL,NONE
CLD-00228,2026-06-14T08:30:40,cloud,CreateSecurityGroup,svc-autoscaler,eu-west-1,i-qxeg-8218,ec2-instance,237.8,,False,,True,8,r5.xlarge,False,,False,NORMAL,NONE
CLD-00084,2026-06-14T08:38:00,cloud,AuthorizeSecurityGroupIngress,lambda-prod-fn,us-west-2,i-fwpk-9099,ec2-instance,209.8,,False,,False,8,t3.medium,False,,False,NORMAL,NONE
CLD-00447,2026-06-14T08:55:15,cloud,AttachVolume,lambda-prod-fn,us-east-1,i-jjvq-3466,ec2-instance,32.9,,False,,True,8,t3.large,False,,False,NORMAL,NONE
CLD-00370,2026-06-14T08:57:27,cloud,TerminateInstances,dev-arao,us-east-1,i-vdmv-5991,ec2-instance,33.0,,False,,True,8,t3.micro,False,,False,NORMAL,NONE
CLD-00258,2026-06-14T10:18:22,cloud,DescribeInstances,svc-etl-batch,us-east-1,i-lwhm-8406,ec2-instance,107.7,,False,,True,10,t3.medium,False,,False,NORMAL,NONE
CLD-00446,2026-06-14T10:26:58,cloud,CreateKeyPair,svc-logging,us-west-2,i-ijdl-4974,ec2-instance,238.8,,False,,True,10,r5.xlarge,False,,False,NORMAL,NONE
CLD-00261,2026-06-14T10:32:23,cloud,DescribeInstances,lambda-report-fn,us-east-1,i-atii-9094,ec2-instance,41.8,,False,,True,10,m5.large,False,,False,NORMAL,NONE
CLD-00454,2026-06-14T11:02:39,cloud,StartInstances,svc-monitoring,eu-west-1,i-hwrk-2785,ec2-instance,99.9,,False,,True,11,r5.xlarge,False,,False,NORMAL,NONE
CLD-00291,2026-06-14T11:23:15,cloud,AttachVolume,dev-jsmith,eu-west-1,i-schd-8726,ec2-instance,422.8,,False,,True,11,t3.medium,False,,False,NORMAL,NONE
CLD-00273,2026-06-14T11:25:33,cloud,CreateKeyPair,svc-autoscaler,us-east-1,i-ynox-6121,ec2-instance,417.7,,False,,True,11,m5.large,False,,False,NORMAL,NONE
CLD-00427,2026-06-14T11:50:25,cloud,CreateKeyPair,ops-mlee,eu-west-1,i-qhtd-4090,ec2-instance,366.5,,False,,True,11,t3.medium,False,,False,NORMAL,NONE
CLD-00390,2026-06-14T11:56:20,cloud,StartInstances,svc-logging,eu-west-1,i-xrvr-2025,ec2-instance,289.8,,False,,True,11,t3.micro,False,,False,NORMAL,NONE
CLD-00124,2026-06-14T12:31:21,cloud,CreateBucket,dev-sgupta,us-west-2,i-icxl-2330,ec2-instance,100.7,,False,,True,12,t3.medium,False,,False,NORMAL,NONE
CLD-00080,2026-06-14T13:13:12,cloud,StartInstances,dev-jsmith,eu-west-1,i-cibl-6279,ec2-instance,239.2,,False,,True,13,t3.large,False,,False,NORMAL,NONE
CLD-00063,2026-06-14T13:21:01,cloud,GetObject,lambda-prod-fn,us-east-1,i-pxch-5325,ec2-instance,257.4,,False,,True,13,t3.medium,False,,False,NORMAL,NONE
CLD-00091,2026-06-14T14:19:05,cloud,DeleteObject,svc-etl-batch,us-west-2,i-msnd-6421,ec2-instance,274.2,,False,,True,14,t3.large,False,,False,NORMAL,NONE
CLD-00046,2026-06-14T14:24:03,cloud,DescribeInstances,ops-mlee,eu-west-1,i-hsbk-8744,ec2-instance,139.3,,False,,True,14,r5.xlarge,False,,False,NORMAL,NONE
CLD-00186,2026-06-14T14:37:48,cloud,CreateSnapshot,dev-jsmith,us-east-1,i-oprc-7779,ec2-instance,182.5,,False,,True,14,r5.xlarge,False,,False,NORMAL,NONE
CLD-00431,2026-06-14T14:50:22,cloud,RunInstances,svc-cicd-pipeline,us-west-2,i-fumj-9300,ec2-instance,158.9,,False,,True,14,r5.xlarge,False,,False,NORMAL,NONE
CLD-00413,2026-06-14T15:26:51,cloud,StopInstances,dev-jsmith,us-east-1,i-ewjn-9105,ec2-instance,150.8,,False,,True,15,m5.large,False,,False,NORMAL,NONE
CLD-00320,2026-06-14T15:28:06,cloud,TerminateInstances,admin-pkumar,us-east-1,i-pjft-7941,ec2-instance,185.0,,False,,False,15,t3.medium,False,,False,NORMAL,NONE
CLD-00315,2026-06-14T15:37:01,cloud,CreateBucket,lambda-report-fn,eu-west-1,i-sfhb-2341,ec2-instance,266.5,,False,,True,15,m5.large,False,,False,NORMAL,NONE
CLD-00471,2026-06-14T15:54:29,cloud,StopInstances,admin-pkumar,us-west-2,i-mcar-6813,ec2-instance,450.8,,False,,True,15,t3.large,False,,False,NORMAL,NONE
CLD-00482,2026-06-14T16:20:25,cloud,CreateKeyPair,dev-sgupta,us-east-1,i-ogjq-9129,ec2-instance,93.3,,False,,True,16,t3.large,False,,False,NORMAL,NONE
CLD-00113,2026-06-14T16:32:40,cloud,AuthorizeSecurityGroupIngress,dev-jsmith,us-east-1,i-iqhg-6016,ec2-instance,328.8,,False,,True,16,t3.micro,False,,False,NORMAL,NONE
CLD-00071,2026-06-14T16:47:18,cloud,StopInstances,svc-backup,us-west-2,i-iiuk-6728,ec2-instance,167.3,,False,,True,16,t3.large,False,,False,NORMAL,NONE
CLD-00072,2026-06-14T16:55:52,cloud,CreateSecurityGroup,svc-cicd-pipeline,us-east-1,i-kepy-7528,ec2-instance,177.7,,False,,True,16,m5.large,False,,False,NORMAL,NONE
CLD-00487,2026-06-14T17:42:20,cloud,CreateSnapshot,svc-monitoring,us-east-1,i-oash-1547,ec2-instance,162.7,,False,,True,17,t3.medium,False,,False,NORMAL,NONE
CLD-00300,2026-06-14T17:43:53,cloud,CreateBucket,dev-sgupta,us-east-1,i-ehpc-2641,ec2-instance,216.0,,False,,True,17,t3.medium,False,,False,NORMAL,NONE
CLD-00470,2026-06-14T19:47:48,cloud,TerminateInstances,svc-monitoring,us-east-1,i-cqbf-4951,ec2-instance,149.9,,False,,True,19,t3.medium,False,,False,NORMAL,NONE
CLD-00170,2026-06-14T20:23:25,cloud,DescribeInstances,ops-mlee,us-west-2,i-enxe-8432,ec2-instance,197.0,,False,,True,20,t3.micro,False,,False,NORMAL,NONE
CLD-00330,2026-06-14T21:00:11,cloud,DescribeInstances,svc-logging,eu-west-1,i-iewv-9540,ec2-instance,129.5,,False,,True,21,t3.medium,False,,False,NORMAL,NONE
CLD-00428,2026-06-14T21:42:47,cloud,DeleteObject,dev-arao,us-east-1,i-pbde-4949,ec2-instance,254.8,,False,,True,21,t3.micro,False,,False,NORMAL,NONE
CLD-00040,2026-06-14T21:44:43,cloud,CreateBucket,svc-cicd-pipeline,eu-west-1,i-kyrb-2290,ec2-instance,68.5,,False,,True,21,t3.medium,False,,False,NORMAL,NONE
CLD-00112,2026-06-14T21:59:57,cloud,CreateSnapshot,lambda-prod-fn,eu-west-1,i-jtqg-9041,ec2-instance,231.7,,False,,False,21,m5.large,False,,False,NORMAL,NONE
CLD-00358,2026-06-14T22:02:33,cloud,StopInstances,admin-pkumar,us-west-2,i-fljo-9856,ec2-instance,179.3,,False,,True,22,t3.large,False,,False,NORMAL,NONE
CLD-00327,2026-06-14T22:05:56,cloud,TerminateInstances,svc-backup,us-east-1,i-gras-1550,ec2-instance,230.9,,False,,True,22,t3.medium,False,,False,NORMAL,NONE
CLD-00155,2026-06-14T22:08:48,cloud,CreateKeyPair,dev-arao,us-east-1,i-auzs-4804,ec2-instance,237.5,,False,,True,22,m5.large,False,,False,NORMAL,NONE
CLD-00352,2026-06-14T22:50:21,cloud,CreateBucket,lambda-prod-fn,us-west-2,i-cuyd-2320,ec2-instance,324.2,,False,,True,22,t3.medium,False,,False,NORMAL,NONE
CLD-00328,2026-06-14T23:17:02,cloud,RunInstances,lambda-prod-fn,us-west-2,i-utll-8191,ec2-instance,135.5,,False,,True,23,t3.medium,False,,False,NORMAL,NONE
CLD-00465,2026-06-14T23:35:24,cloud,PutObject,dev-sgupta,us-west-2,i-dvkx-7750,ec2-instance,427.3,,False,,True,23,t3.medium,False,,False,NORMAL,NONE
CLD-00100,2026-06-15T00:01:35,cloud,StopInstances,svc-backup,us-east-1,i-qlkh-3496,ec2-instance,137.3,,False,,True,0,t3.medium,False,,False,NORMAL,NONE
CLD-00403,2026-06-15T00:05:55,cloud,StopInstances,svc-logging,us-east-1,i-gfna-8368,ec2-instance,148.3,,False,,True,0,t3.medium,False,,False,NORMAL,NONE
CLD-00380,2026-06-15T00:18:09,cloud,CreateSecurityGroup,dev-sgupta,us-west-2,i-valm-3725,ec2-instance,321.1,,False,,False,0,r5.xlarge,False,,False,NORMAL,NONE
CLD-00256,2026-06-15T00:42:16,cloud,RunInstances,svc-etl-batch,eu-west-1,i-slmn-4048,ec2-instance,254.6,,False,,True,0,t3.micro,False,,False,NORMAL,NONE
CLD-00115,2026-06-15T01:13:35,cloud,TerminateInstances,svc-backup,eu-west-1,i-smnt-4155,ec2-instance,172.0,,False,,True,1,t3.large,False,,False,NORMAL,NONE
CLD-00164,2026-06-15T02:50:52,cloud,CreateSnapshot,lambda-notify-fn,us-west-2,i-yyvk-6549,ec2-instance,391.9,,False,,True,2,t3.medium,False,,False,NORMAL,NONE
CLD-00344,2026-06-15T02:57:06,cloud,StopInstances,lambda-report-fn,us-west-2,i-fvri-9037,ec2-instance,237.4,,False,,True,2,m5.large,False,,False,NORMAL,NONE
CLD-00001,2026-06-15T03:14:00,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-ohbv-2824,spot-instance,80.5,,False,,False,3,c4.8xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00002,2026-06-15T03:14:12,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-rpoi-5012,spot-instance,84.5,,False,,False,3,c5.4xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00003,2026-06-15T03:14:24,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-vgrv-9935,spot-instance,81.7,,False,,False,3,g4dn.xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00004,2026-06-15T03:14:36,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-iflb-1520,spot-instance,80.6,,False,,False,3,c5.9xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00005,2026-06-15T03:14:48,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-cbfn-4811,spot-instance,90.1,,False,,False,3,c5.4xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00006,2026-06-15T03:15:00,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-ogmb-4257,spot-instance,94.3,,False,,False,3,g4dn.xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00007,2026-06-15T03:15:12,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-jmtp-4611,spot-instance,89.0,,False,,False,3,c4.8xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00008,2026-06-15T03:15:24,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-siao-1106,spot-instance,95.2,,False,,False,3,c5.9xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00009,2026-06-15T03:15:36,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-clrz-7924,spot-instance,86.8,,False,,False,3,c5.9xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00010,2026-06-15T03:15:48,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-awzk-4527,spot-instance,99.1,,False,,False,3,c4.8xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00011,2026-06-15T03:16:00,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-sbvr-2674,spot-instance,81.9,,False,,False,3,c5.4xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00012,2026-06-15T03:16:12,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-jnwv-6881,spot-instance,96.9,,False,,False,3,c4.8xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00013,2026-06-15T03:16:24,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-gfyg-1711,spot-instance,94.6,,False,,False,3,c5.4xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00014,2026-06-15T03:16:36,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-wwmq-7201,spot-instance,81.6,,False,,False,3,c4.8xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00015,2026-06-15T03:16:48,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-zcud-6925,spot-instance,91.5,,False,,False,3,c5.4xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00016,2026-06-15T03:17:00,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-ihyf-1750,spot-instance,93.2,,False,,False,3,c4.8xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00017,2026-06-15T03:17:12,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-json-2307,spot-instance,97.1,,False,,False,3,c5.4xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00018,2026-06-15T03:17:24,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-xkmt-7227,spot-instance,85.6,,False,,False,3,c4.8xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00019,2026-06-15T03:17:36,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-ecqo-3664,spot-instance,87.4,,False,,False,3,c5.9xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00020,2026-06-15T03:17:48,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-xsfo-5374,spot-instance,94.0,,False,,False,3,c5.4xlarge,False,BURST-C-001,True,MINING_BURST,CRITICAL
CLD-00461,2026-06-15T03:23:13,cloud,TerminateInstances,lambda-notify-fn,us-east-1,i-ljkq-2056,ec2-instance,119.0,,False,,True,3,t3.large,False,,False,NORMAL,NONE
CLD-00070,2026-06-15T05:42:46,cloud,StartInstances,svc-monitoring,eu-west-1,i-rqfn-2771,ec2-instance,202.1,,False,,False,5,r5.xlarge,False,,False,NORMAL,NONE
CLD-00443,2026-06-15T07:00:34,cloud,TerminateInstances,lambda-notify-fn,eu-west-1,i-reef-7108,ec2-instance,83.7,,False,,True,7,t3.medium,False,,False,NORMAL,NONE
CLD-00090,2026-06-15T07:08:33,cloud,GetObject,svc-autoscaler,eu-west-1,i-qtfj-2320,ec2-instance,92.3,,False,,True,7,t3.large,False,,False,NORMAL,NONE
CLD-00400,2026-06-15T08:03:24,cloud,AttachVolume,svc-backup,us-west-2,i-xqvs-3755,ec2-instance,381.3,,False,,True,8,r5.xlarge,False,,False,NORMAL,NONE
CLD-00369,2026-06-15T08:22:46,cloud,PutObject,dev-jsmith,us-west-2,i-akrx-2260,ec2-instance,192.5,,False,,True,8,r5.xlarge,False,,False,NORMAL,NONE
CLD-00098,2026-06-15T09:02:53,cloud,StopInstances,lambda-report-fn,us-west-2,i-kplm-5133,ec2-instance,405.7,,False,,True,9,t3.micro,False,,False,NORMAL,NONE
CLD-00109,2026-06-15T09:14:37,cloud,CreateBucket,dev-arao,us-west-2,i-skci-7209,ec2-instance,181.4,,False,,True,9,m5.large,False,,False,NORMAL,NONE
CLD-00466,2026-06-15T09:29:26,cloud,DescribeInstances,dev-jsmith,us-west-2,i-tuux-4267,ec2-instance,319.2,,False,,True,9,t3.large,False,,False,NORMAL,NONE
CLD-00450,2026-06-15T09:30:18,cloud,RunInstances,svc-etl-batch,us-east-1,i-smtw-9515,ec2-instance,215.9,,False,,True,9,r5.xlarge,False,,False,NORMAL,NONE
CLD-00445,2026-06-15T10:13:40,cloud,StopInstances,lambda-report-fn,us-west-2,i-vvxz-6362,ec2-instance,68.9,,False,,True,10,m5.large,False,,False,NORMAL,NONE
CLD-00117,2026-06-15T10:25:45,cloud,StopInstances,svc-etl-batch,us-east-1,i-qgfq-5853,ec2-instance,132.4,,False,,True,10,t3.medium,False,,False,NORMAL,NONE
CLD-00227,2026-06-15T10:59:28,cloud,AuthorizeSecurityGroupIngress,lambda-report-fn,us-west-2,i-cwib-4833,ec2-instance,270.3,,False,,True,10,r5.xlarge,False,,False,NORMAL,NONE
CLD-00231,2026-06-15T11:01:50,cloud,StartInstances,svc-etl-batch,us-east-1,i-odtj-5469,ec2-instance,232.2,,False,,True,11,r5.xlarge,False,,False,NORMAL,NONE
CLD-00053,2026-06-15T11:05:05,cloud,AuthorizeSecurityGroupIngress,dev-jsmith,eu-west-1,i-mufb-8973,ec2-instance,99.7,,False,,True,11,t3.medium,False,,False,NORMAL,NONE
CLD-00296,2026-06-15T11:49:29,cloud,CreateKeyPair,svc-etl-batch,eu-west-1,i-qbfo-9899,ec2-instance,200.9,,False,,True,11,m5.large,False,,False,NORMAL,NONE
CLD-00295,2026-06-15T12:10:42,cloud,CreateBucket,lambda-prod-fn,eu-west-1,i-bvum-9011,ec2-instance,172.7,,False,,True,12,m5.large,False,,False,NORMAL,NONE
CLD-00407,2026-06-15T12:16:27,cloud,PutObject,admin-pkumar,eu-west-1,i-ipwd-2560,ec2-instance,91.0,,False,,True,12,r5.xlarge,False,,False,NORMAL,NONE
CLD-00204,2026-06-15T12:19:38,cloud,DeleteObject,svc-etl-batch,us-east-1,i-zlkq-6321,ec2-instance,107.3,,False,,True,12,r5.xlarge,False,,False,NORMAL,NONE
CLD-00245,2026-06-15T13:28:16,cloud,RunInstances,svc-backup,us-east-1,i-jwps-1686,ec2-instance,172.0,,False,,True,13,r5.xlarge,False,,False,NORMAL,NONE
CLD-00250,2026-06-15T13:33:56,cloud,TerminateInstances,svc-autoscaler,us-east-1,i-xejh-6372,ec2-instance,327.4,,False,,True,13,t3.micro,False,,False,NORMAL,NONE
CLD-00308,2026-06-15T13:55:55,cloud,CreateSecurityGroup,admin-pkumar,us-east-1,i-quhx-3875,ec2-instance,304.9,,False,,True,13,r5.xlarge,False,,False,NORMAL,NONE
CLD-00123,2026-06-15T14:36:37,cloud,CreateKeyPair,lambda-notify-fn,us-west-2,i-hesj-6003,ec2-instance,285.9,,False,,False,14,t3.medium,False,,False,NORMAL,NONE
CLD-00038,2026-06-15T14:55:42,cloud,CreateSecurityGroup,lambda-notify-fn,eu-west-1,i-gffw-4258,ec2-instance,98.8,,False,,True,14,t3.micro,False,,False,NORMAL,NONE
CLD-00157,2026-06-15T15:08:05,cloud,DeleteObject,dev-sgupta,eu-west-1,i-aqyr-5097,ec2-instance,235.6,,False,,True,15,r5.xlarge,False,,False,NORMAL,NONE
CLD-00182,2026-06-15T15:51:22,cloud,CreateSecurityGroup,dev-arao,us-east-1,i-bjck-1996,ec2-instance,479.4,,False,,True,15,r5.xlarge,False,,False,NORMAL,NONE
CLD-00061,2026-06-15T16:06:52,cloud,StartInstances,admin-pkumar,eu-west-1,i-wusm-9666,ec2-instance,33.5,,False,,True,16,m5.large,False,,False,NORMAL,NONE
CLD-00449,2026-06-15T17:34:08,cloud,CreateBucket,svc-etl-batch,eu-west-1,i-wbud-4902,ec2-instance,218.9,,False,,True,17,t3.large,False,,False,NORMAL,NONE
CLD-00340,2026-06-15T17:50:04,cloud,GetObject,svc-logging,eu-west-1,i-dauj-9147,ec2-instance,239.7,,False,,True,17,r5.xlarge,False,,False,NORMAL,NONE
CLD-00433,2026-06-15T18:16:00,cloud,AttachVolume,svc-etl-batch,us-east-1,i-oljt-3545,ec2-instance,271.4,,False,,True,18,t3.medium,False,,False,NORMAL,NONE
CLD-00434,2026-06-15T18:20:36,cloud,DeleteObject,lambda-prod-fn,eu-west-1,i-uymh-4909,ec2-instance,56.1,,False,,False,18,r5.xlarge,False,,False,NORMAL,NONE
CLD-00196,2026-06-15T18:46:15,cloud,GetObject,lambda-prod-fn,eu-west-1,i-awtw-2391,ec2-instance,427.5,,False,,True,18,t3.micro,False,,False,NORMAL,NONE
CLD-00293,2026-06-15T19:23:13,cloud,CreateSnapshot,svc-monitoring,eu-west-1,i-rgif-6608,ec2-instance,275.8,,False,,True,19,m5.large,False,,False,NORMAL,NONE
CLD-00077,2026-06-15T19:26:04,cloud,StopInstances,dev-sgupta,us-east-1,i-pgdz-5920,ec2-instance,258.2,,False,,True,19,m5.large,False,,False,NORMAL,NONE
CLD-00455,2026-06-15T19:28:07,cloud,TerminateInstances,dev-jsmith,eu-west-1,i-ozbj-6870,ec2-instance,464.1,,False,,True,19,m5.large,False,,False,NORMAL,NONE
CLD-00373,2026-06-15T20:57:20,cloud,AuthorizeSecurityGroupIngress,svc-logging,eu-west-1,i-oomn-9044,ec2-instance,465.5,,False,,True,20,m5.large,False,,False,NORMAL,NONE
CLD-00259,2026-06-15T21:05:12,cloud,GetObject,dev-sgupta,eu-west-1,i-sgms-2063,ec2-instance,277.5,,False,,True,21,m5.large,False,,False,NORMAL,NONE
CLD-00341,2026-06-15T21:16:28,cloud,GetObject,svc-backup,us-west-2,i-apje-7781,ec2-instance,50.6,,False,,True,21,t3.large,False,,False,NORMAL,NONE
CLD-00409,2026-06-15T21:49:02,cloud,CreateBucket,lambda-notify-fn,eu-west-1,i-dfqn-7434,ec2-instance,250.3,,False,,True,21,m5.large,False,,False,NORMAL,NONE
CLD-00130,2026-06-15T21:52:58,cloud,PutObject,admin-pkumar,us-east-1,i-vjpk-2496,ec2-instance,133.0,,False,,True,21,t3.micro,False,,False,NORMAL,NONE
CLD-00177,2026-06-15T23:41:59,cloud,DescribeInstances,lambda-report-fn,eu-west-1,i-hddj-1046,ec2-instance,154.8,,False,,True,23,t3.large,False,,False,NORMAL,NONE
CLD-00150,2026-06-15T23:42:05,cloud,CreateSecurityGroup,lambda-notify-fn,eu-west-1,i-ruvv-7226,ec2-instance,459.4,,False,,True,23,r5.xlarge,False,,False,NORMAL,NONE
CLD-00311,2026-06-16T00:00:37,cloud,CreateKeyPair,svc-logging,eu-west-1,i-mhxn-1187,ec2-instance,147.7,,False,,True,0,t3.large,False,,False,NORMAL,NONE
CLD-00218,2026-06-16T00:01:45,cloud,AttachVolume,svc-etl-batch,eu-west-1,i-xkmm-7333,ec2-instance,157.9,,False,,True,0,t3.micro,False,,False,NORMAL,NONE
CLD-00335,2026-06-16T00:11:45,cloud,TerminateInstances,dev-sgupta,us-west-2,i-vetz-7079,ec2-instance,71.6,,False,,True,0,t3.large,False,,False,NORMAL,NONE
CLD-00307,2026-06-16T00:19:07,cloud,AuthorizeSecurityGroupIngress,svc-monitoring,us-west-2,i-cdfu-5215,ec2-instance,353.4,,False,,False,0,m5.large,False,,False,NORMAL,NONE
CLD-00381,2026-06-16T00:35:04,cloud,DeleteObject,lambda-report-fn,us-east-1,i-iyix-1172,ec2-instance,74.4,,False,,True,0,t3.micro,False,,False,NORMAL,NONE
CLD-00247,2026-06-16T00:40:48,cloud,TerminateInstances,svc-logging,us-west-2,i-cybf-8159,ec2-instance,430.3,,False,,True,0,r5.xlarge,False,,False,NORMAL,NONE
CLD-00082,2026-06-16T01:37:50,cloud,StopInstances,svc-etl-batch,us-east-1,i-czjg-6085,ec2-instance,131.1,,False,,True,1,t3.medium,False,,False,NORMAL,NONE
CLD-00234,2026-06-16T01:39:37,cloud,DescribeInstances,lambda-report-fn,us-east-1,i-ixed-1627,ec2-instance,159.1,,False,,True,1,t3.large,False,,False,NORMAL,NONE
CLD-00286,2026-06-16T01:58:33,cloud,StopInstances,ops-mlee,eu-west-1,i-lqzm-9721,ec2-instance,250.4,,False,,True,1,r5.xlarge,False,,False,NORMAL,NONE
CLD-00489,2026-06-16T02:26:06,cloud,CreateKeyPair,admin-pkumar,us-west-2,i-znds-1507,ec2-instance,224.1,,False,,True,2,t3.micro,False,,False,NORMAL,NONE
CLD-00248,2026-06-16T02:45:05,cloud,CreateSnapshot,svc-monitoring,eu-west-1,i-sozs-9151,ec2-instance,195.3,,False,,True,2,m5.large,False,,False,NORMAL,NONE
CLD-00283,2026-06-16T02:45:56,cloud,GetObject,ops-mlee,us-east-1,i-stss-4261,ec2-instance,301.1,,False,,True,2,t3.medium,False,,False,NORMAL,NONE
CLD-00360,2026-06-16T03:12:17,cloud,StartInstances,admin-pkumar,eu-west-1,i-qqaz-7499,ec2-instance,466.0,,False,,True,3,m5.large,False,,False,NORMAL,NONE
CLD-00476,2026-06-16T03:15:11,cloud,DescribeInstances,lambda-prod-fn,us-west-2,i-ozmd-1975,ec2-instance,39.9,,False,,True,3,t3.large,False,,False,NORMAL,NONE
CLD-00242,2026-06-16T04:25:51,cloud,AuthorizeSecurityGroupIngress,svc-backup,eu-west-1,i-msrj-2698,ec2-instance,377.2,,False,,True,4,m5.large,False,,False,NORMAL,NONE
CLD-00483,2026-06-16T05:00:56,cloud,DescribeInstances,svc-autoscaler,eu-west-1,i-zwez-2453,ec2-instance,399.7,,False,,True,5,m5.large,False,,False,NORMAL,NONE
CLD-00105,2026-06-16T05:07:49,cloud,DeleteObject,ops-mlee,eu-west-1,i-eadn-7071,ec2-instance,61.0,,False,,True,5,t3.medium,False,,False,NORMAL,NONE
